0,22.48,0.00,0.00
1,22.48,0.00,0.00
2,22.48,0.00,0.00
3,22.48,0.00,0.00
4,22.48,0.00,0.00
5,22.48,0.00,0.00
6,22.48,0.00,0.00
7,22.48,0.00,0.00
8,22.48,0.00,0.00
9,22.48,0.00,0.00
10,22.48,0.00,0.00
11,22.48,0.00,0.00
12,22.48,0.00,0.00
13,22.21,0.00,0.00
14,22.21,0.00,0.00
15,22.48,0.00,0.00
16,22.21,0.00,0.00
17,22.48,0.00,0.00
18,22.48,0.00,0.00
19,22.48,0.00,0.00
20,22.48,0.00,0.00
21,22.48,0.00,0.00
22,22.48,0.00,0.00
23,22.21,0.00,0.00
24,22.48,0.00,0.00
25,22.48,22.21,0.00
26,22.48,22.26,0.00
27,22.48,22.31,0.00
28,22.21,22.36,0.00
29,22.48,22.41,0.00
30,22.48,22.46,0.00
31,22.48,22.51,0.00
32,22.48,22.56,0.00
33,22.48,22.61,0.00
34,22.21,22.66,0.00
35,22.48,22.71,0.00
36,22.48,22.76,0.00
37,22.48,22.81,0.00
38,22.48,22.86,0.00
39,22.48,22.91,0.00
40,22.48,22.96,0.00
41,22.48,23.01,0.48
42,22.48,23.06,0.48
43,22.48,23.11,0.48
44,22.48,23.16,0.48
45,22.21,23.21,0.48
46,22.21,23.26,0.48
47,22.48,23.31,0.48
48,22.48,23.36,0.48
49,22.48,23.41,0.48
50,22.48,23.46,0.48
51,22.48,23.51,0.98
52,22.48,23.56,0.98
53,22.48,23.61,0.98
54,22.48,23.66,0.98
55,22.48,23.71,0.98
56,22.48,23.76,0.98
57,22.48,23.81,0.98
58,22.48,23.86,0.98
59,22.48,23.91,0.98
60,22.48,23.96,0.98
61,22.48,24.01,1.00
62,22.48,24.06,1.00
63,22.48,24.11,1.00
64,22.48,24.16,1.00
65,22.48,24.21,1.00
66,22.48,24.26,1.00
67,22.48,24.31,1.00
68,22.48,24.36,1.00
69,22.48,24.41,1.00
70,22.48,24.46,1.00
71,22.48,24.51,1.00
72,22.48,24.56,1.00
73,22.48,24.61,1.00
74,22.48,24.66,1.00
75,22.74,24.71,1.00
76,22.74,24.76,1.00
77,22.48,24.81,1.00
78,22.48,24.86,1.00
79,22.74,24.91,1.00
80,22.74,24.96,1.00
81,22.74,25.01,1.00
82,22.74,25.06,1.00
83,22.74,25.11,1.00
84,22.74,25.16,1.00
85,22.74,25.21,1.00
86,22.74,25.26,1.00
87,22.74,25.31,1.00
88,23.01,25.36,1.00
89,23.01,25.41,1.00
90,22.74,25.46,1.00
91,23.01,25.51,1.00
92,23.01,25.56,1.00
93,23.01,25.61,1.00
94,23.01,25.66,1.00
95,23.01,25.71,1.00
96,23.01,25.76,1.00
97,23.28,25.81,1.00
98,23.28,25.86,1.00
99,23.28,25.91,1.00
100,23.28,25.96,1.00
101,23.28,26.01,1.00
102,23.28,26.06,1.00
103,23.28,26.11,1.00
104,23.55,26.16,1.00
105,23.55,26.21,1.00
106,23.55,26.26,1.00
107,23.55,26.31,1.00
108,23.81,26.36,1.00
109,23.81,26.41,1.00
110,23.81,26.46,1.00
111,23.81,26.51,1.00
112,24.08,26.56,1.00
113,24.08,26.61,1.00
114,24.08,26.66,1.00
115,24.08,26.71,1.00
116,24.35,26.76,1.00
117,24.35,26.81,1.00
118,24.35,26.86,1.00
119,24.35,26.91,1.00
120,24.62,26.96,1.00
121,24.62,27.01,1.00
122,24.88,27.06,1.00
123,24.88,27.11,1.00
124,24.88,27.16,1.00
125,24.88,27.21,1.00
126,25.15,27.26,1.00
127,25.15,27.31,1.00
128,25.42,27.36,1.00
129,25.15,27.41,1.00
130,25.42,27.46,1.00
131,25.42,27.51,1.00
132,25.69,27.56,1.00
133,25.69,27.61,1.00
134,25.69,27.66,1.00
135,25.95,27.71,1.00
136,25.69,27.76,1.00
137,25.95,27.81,1.00
138,25.95,27.86,1.00
139,25.95,27.91,1.00
140,26.22,27.96,1.00
141,26.22,28.01,1.00
142,26.49,28.06,1.00
143,26.49,28.11,1.00
144,26.49,28.16,1.00
145,26.76,28.21,1.00
146,26.76,28.26,1.00
147,26.76,28.31,1.00
148,27.03,28.36,1.00
149,27.03,28.41,1.00
150,27.29,28.46,1.00
151,27.29,28.51,1.00
152,27.56,28.56,1.00
153,27.56,28.61,1.00
154,27.56,28.66,1.00
155,27.83,28.71,1.00
156,27.83,28.76,1.00
157,27.83,28.81,1.00
158,28.10,28.86,1.00
159,28.10,28.91,1.00
160,28.36,28.96,1.00
161,28.36,29.01,0.60
162,28.36,29.06,0.60
163,28.63,29.11,0.60
164,28.63,29.16,0.60
165,28.90,29.21,0.60
166,28.90,29.26,0.60
167,29.17,29.31,0.60
168,29.17,29.36,0.60
169,29.17,29.41,0.60
170,29.43,29.46,0.60
171,29.43,29.51,0.03
172,29.70,29.56,0.03
173,29.70,29.61,0.03
174,29.70,29.66,0.03
175,29.70,29.71,0.03
176,29.97,29.76,0.03
177,29.97,29.81,0.03
178,29.97,29.86,0.03
179,30.24,29.91,0.03
180,30.24,29.96,0.03
181,30.24,30.01,0.00
182,30.24,30.06,0.00
183,30.50,30.11,0.00
184,30.50,30.16,0.00
185,30.50,30.21,0.00
186,30.77,30.26,0.00
187,30.77,30.31,0.00
188,30.77,30.36,0.00
189,30.77,30.41,0.00
190,31.04,30.46,0.00
191,31.04,30.51,0.00
192,31.04,30.56,0.00
193,31.04,30.61,0.00
194,31.04,30.66,0.00
195,31.04,30.71,0.00
196,31.31,30.76,0.00
197,31.31,30.81,0.00
198,31.31,30.86,0.00
199,31.31,30.91,0.00
200,31.31,30.96,0.00
201,31.31,31.01,0.00
202,31.57,31.06,0.00
203,31.57,31.11,0.00
204,31.57,31.16,0.00
205,31.57,31.21,0.00
206,31.84,31.26,0.00
207,31.57,31.31,0.00
208,31.84,31.36,0.00
209,31.84,31.41,0.00
210,31.84,31.46,0.00
211,32.11,31.51,0.00
212,32.11,31.56,0.00
213,32.11,31.61,0.00
214,32.11,31.66,0.00
215,32.11,31.71,0.00
216,32.11,31.76,0.00
217,32.11,31.81,0.00
218,32.38,31.86,0.00
219,32.38,31.91,0.00
220,32.38,31.96,0.00
221,32.38,32.01,0.00
222,32.38,32.06,0.00
223,32.38,32.11,0.00
224,32.64,32.16,0.00
225,32.64,32.21,0.00
226,32.64,32.26,0.00
227,32.64,32.31,0.00
228,32.64,32.36,0.00
229,32.64,32.41,0.00
230,32.91,32.46,0.00
231,32.91,32.51,0.00
232,32.91,32.56,0.00
233,32.91,32.61,0.00
234,32.91,32.66,0.00
235,33.18,32.71,0.00
236,33.18,32.76,0.00
237,33.18,32.81,0.00
238,33.18,32.86,0.00
239,33.18,32.91,0.00
240,33.18,32.96,0.00
241,33.45,33.01,0.00
242,33.45,33.06,0.00
243,33.45,33.11,0.00
244,33.45,33.16,0.00
245,33.45,33.21,0.00
246,33.45,33.26,0.00
247,33.71,33.31,0.00
248,33.71,33.36,0.00
249,33.71,33.41,0.00
250,33.71,33.46,0.00
251,33.71,33.51,0.00
252,33.71,33.56,0.00
253,33.71,33.61,0.00
254,33.71,33.66,0.00
255,33.98,33.71,0.00
256,33.98,33.76,0.00
257,33.98,33.81,0.00
258,34.25,33.86,0.00
259,34.25,33.91,0.00
260,34.25,33.96,0.00
261,34.25,34.01,0.00
262,34.25,34.06,0.00
263,34.25,34.11,0.00
264,34.25,34.16,0.00
265,34.25,34.21,0.00
266,34.25,34.26,0.00
267,34.25,34.31,0.00
268,34.52,34.36,0.00
269,34.25,34.41,0.00
270,34.52,34.46,0.00
271,34.52,34.51,0.00
272,34.52,34.56,0.00
273,34.52,34.61,0.00
274,34.78,34.66,0.00
275,34.78,34.71,0.00
276,34.78,34.76,0.00
277,34.78,34.81,0.00
278,34.78,34.86,0.00
279,34.78,34.91,0.00
280,34.78,34.96,0.00
281,35.05,35.01,0.00
282,35.05,35.06,0.00
283,35.05,35.11,0.00
284,35.05,35.16,0.00
285,35.05,35.21,0.00
286,35.05,35.26,0.00
287,35.05,35.31,0.00
288,35.05,35.36,0.00
289,35.32,35.41,0.00
290,35.32,35.46,0.00
291,35.32,35.51,0.14
292,35.32,35.56,0.14
293,35.32,35.61,0.14
294,35.32,35.66,0.14
295,35.32,35.71,0.14
296,35.59,35.76,0.14
297,35.59,35.81,0.14
298,35.59,35.86,0.14
299,35.59,35.91,0.14
300,35.59,35.96,0.14
301,35.59,36.01,0.37
302,35.59,36.06,0.37
303,35.59,36.11,0.37
304,35.86,36.16,0.37
305,35.86,36.21,0.37
306,35.86,36.26,0.37
307,35.86,36.31,0.37
308,35.86,36.36,0.37
309,35.86,36.41,0.37
310,36.12,36.46,0.37
311,35.86,36.51,0.60
312,36.12,36.56,0.60
313,36.12,36.61,0.60
314,36.12,36.66,0.60
315,36.12,36.71,0.60
316,36.12,36.76,0.60
317,36.12,36.81,0.60
318,36.12,36.86,0.60
319,36.39,36.91,0.60
320,36.39,36.96,0.60
321,36.39,37.01,0.57
322,36.66,37.06,0.57
323,36.39,37.11,0.57
324,36.66,37.16,0.57
325,36.66,37.21,0.57
326,36.66,37.26,0.57
327,36.66,37.31,0.57
328,36.66,37.36,0.57
329,36.93,37.41,0.57
330,36.93,37.46,0.57
331,36.93,37.51,0.53
332,36.93,37.56,0.53
333,36.93,37.61,0.53
334,36.93,37.66,0.53
335,37.19,37.71,0.53
336,37.19,37.76,0.53
