0,31.75
15,31.75
31,31.75
46,31.75
61,31.75
76,31.75
92,31.75
107,31.75
122,31.75
137,31.75
152,32.00
168,32.00
183,32.25
198,32.50
213,32.75
228,33.50
244,34.00
259,35.00
274,36.00
289,37.25
305,38.75
320,40.00
335,41.75
350,43.25
365,45.00
381,46.50
396,48.25
411,50.25
426,52.00
441,54.00
457,56.00
472,58.00
487,60.25
502,62.50
518,64.75
533,67.00
548,69.25
563,71.50
578,73.75
594,76.00
609,78.50
624,81.00
639,83.50
654,85.75
670,88.25
685,90.75
700,93.00
715,95.50
731,97.75
746,100.00
761,102.50
776,104.75
791,107.00
807,109.50
822,111.75
837,114.00
852,116.25
867,118.50
883,120.75
898,123.00
913,125.25
928,127.50
944,129.50
959,131.75
974,133.75
989,135.75
1004,137.75
1020,139.75
1035,141.75
1050,143.75
1065,145.50
1080,147.50
1096,149.50
1111,151.25
1126,153.00
1141,154.75
1157,156.75
1172,158.50
1187,160.00
1202,161.75
1217,163.75
1233,165.50
1248,167.25
1263,169.00
1278,170.50
1293,172.50
1309,173.50
1324,175.50
1339,177.00
1354,178.75
1370,180.25
1385,181.75
1400,183.25
1415,184.75
1430,186.00
1446,187.75
1461,189.00
1476,190.50
1491,191.75
1506,193.25
1522,194.50
1537,195.75
1552,197.00
1567,198.50
1583,199.75
1598,201.00
1613,202.25
1628,203.50
1643,204.50
1659,205.75
1674,207.25
1689,208.25
1704,209.50
1719,210.75
1735,212.00
1750,213.25
1765,214.25
1780,215.50
1796,216.75
1811,217.75
1826,219.00
1841,220.00
1856,221.00
1872,222.00
1887,223.00
1902,224.00
1917,225.00
1932,226.25
1948,227.25
1963,228.25
1978,229.25
1993,230.25
2009,231.25
2024,232.25
2039,233.25
2054,234.25
2069,235.25
2085,236.25
2100,237.25
2115,238.25
2130,239.25
2145,240.25
2161,241.00
2176,242.00
2191,243.00
2206,243.75
2222,244.75
2237,245.50
2252,246.25
2267,247.25
2282,248.00
2298,249.00
2313,250.00
2328,250.75
2343,251.50
2358,252.50
2374,253.50
2389,254.25
2404,255.25
2419,256.00
2435,256.75
2450,257.50
2465,258.25
2480,259.00
2495,260.00
2511,261.25
2526,262.00
2541,262.50
2556,263.50
2571,264.00
2587,264.75
2602,265.50
2617,266.25
2632,267.00
2648,267.75
2663,268.25
2678,269.00
2693,269.75
2708,270.25
2724,271.25
2739,272.25
2754,272.75
2769,273.50
2784,274.25
2800,277.00
2815,281.25
2830,286.00
2845,291.00
2861,296.50
2876,301.75
2891,307.50
2906,313.00
2921,318.25
2937,323.75
2952,329.00
2967,334.25
2982,339.25
2998,344.25
3013,349.00
3028,353.75
3043,358.25
3058,362.75
3074,367.00
3089,371.25
3104,375.50
3119,379.50
3134,383.75
3150,387.50
3165,391.25
3180,395.00
3195,398.50
3211,402.00
3226,405.25
3241,408.50
3256,411.75
3271,415.00
3287,418.00
3302,421.00
3317,424.00
3332,426.75
3347,429.50
3363,432.00
3378,434.75
3393,437.25
3408,439.75
3424,442.25
3439,444.75
3454,447.25
3469,449.50
3484,452.00
3500,454.25
3515,456.50
3530,458.75
3545,461.00
3560,463.25
3576,465.50
3591,467.50
3606,469.75
3621,471.75
3637,473.75
3652,475.50
3667,477.50
3682,479.50
3697,481.25
3713,483.25
3728,485.00
3743,486.75
3758,488.75
3773,490.50
3789,492.25
3804,494.25
3819,496.00
3834,497.75
3850,499.50
3865,501.25
3880,503.00
3895,504.75
3910,506.50
3926,508.25
3941,509.75
3956,511.50
3971,513.00
3986,514.75
4002,516.25
4017,517.75
4032,519.25
4047,520.75
4063,522.50
4078,524.00
4093,525.50
4108,526.75
4123,528.50
4139,529.75
4154,531.50
4169,533.00
4184,534.25
4199,535.75
4215,537.25
4230,538.75
4245,540.25
4260,541.75
4276,543.00
4291,544.50
4306,546.00
4321,547.50
4336,549.00
4352,550.50
4367,552.00
4382,553.50
4397,555.00
4412,556.25
4428,557.75
4443,559.25
4458,560.50
4473,562.00
4489,563.25
4504,564.50
4519,566.00
4534,567.25
4549,568.50
4565,569.75
4580,571.25
4595,572.50
4610,573.75
4625,575.00
4641,576.25
4656,577.50
4671,578.75
4686,580.00
4702,581.25
4717,582.50
4732,583.75
4747,585.00
4762,586.25
4778,587.50
4793,588.50
4808,589.75
4823,591.00
4839,592.25
4854,593.50
4869,594.75
4884,596.00
4899,597.00
4915,598.50
4930,599.50
4945,600.75
4960,594.25
4975,582.50
4991,571.25
5006,561.75
5021,553.25
5036,546.00
5052,539.50
5067,533.25
5082,527.75
5097,522.75
5112,518.00
5128,513.25
5143,509.00
5158,505.00
5173,501.00
5188,497.25
5204,493.50
5219,490.00
5234,486.75
5249,483.75
5265,480.50
5280,477.50
5295,474.50
5310,471.75
5325,469.00
5341,466.50
5356,464.00
5371,461.25
5386,459.00
5401,456.75
5417,454.25
5432,452.00
5447,450.00
5462,447.75
5478,445.75
5493,443.75
5508,441.50
5523,439.75
5538,437.75
5554,436.00
5569,434.00
5584,432.25
5599,430.75
5614,429.00
5630,427.25
5645,425.50
5660,424.00
5675,422.25
5691,420.75
5706,419.25
5721,417.75
5736,416.25
5751,414.75
5767,413.25
5782,412.00
5797,410.50
5812,409.25
5827,407.75
5843,406.50
5858,405.25
5873,404.00
5888,402.75
5904,401.50
5919,400.25
5934,398.75
5949,397.75
5964,396.50
5980,395.50
5995,394.25
6010,393.25
6025,392.00
6040,391.00
6056,390.00
6071,388.75
6086,387.75
6101,386.75
6117,385.75
6132,384.50
6147,383.50
6162,382.75
6177,381.50
6193,380.50
6208,379.75
6223,378.75
6238,377.75
6253,377.00
6269,376.00
6284,375.00
6299,374.25
6314,373.50
6330,372.50
6345,371.75
6360,370.75
6375,370.00
6390,369.25
6406,368.25
6421,367.50
6436,366.75
6451,365.75
6466,365.00
6482,364.25
6497,363.50
6512,362.75
6527,362.00
6543,361.25
6558,360.50
6573,359.75
6588,359.00
6603,358.25
6619,357.50
6634,357.00
6649,356.25
6664,355.50
6679,354.75
6695,354.25
6710,353.25
6725,352.75
6740,352.25
6756,351.50
6771,350.75
6786,350.25
6801,349.50
6816,348.75
6832,348.25
6847,347.50
6862,347.00
6877,346.50
6893,345.75
6908,345.25
6923,344.75
6938,344.00
6953,343.50
6969,343.00
6984,342.25
6999,342.00
7014,341.25
7029,340.75
7045,340.25
7060,339.50
7075,339.00
7090,338.50
7106,337.75
7121,337.25
7136,336.75
7151,336.25
7166,335.75
7182,335.25
7197,334.75
7212,334.25
7227,333.75
7242,333.25
7258,332.75
7273,332.00
7288,331.75
7303,331.00
7319,330.75
7334,330.25
7349,329.75
7364,329.25
7379,328.75
7395,328.25
7410,327.75
7425,327.50
7440,327.00
7455,326.50
7471,326.00
7486,325.50
7501,325.25
7516,324.75
7532,324.25
7547,324.00
7562,323.50
7577,323.00
7592,322.75
7608,322.25
7623,321.75
7638,321.25
7653,320.75
7668,320.50
7684,320.00
7699,319.50
7714,319.25
7729,318.75
7745,318.50
7760,318.00
7775,317.50
7790,317.00
7805,316.50
7821,316.25
7836,315.75
7851,315.50
7866,315.00
7881,314.75
7897,314.25
7912,314.00
7927,313.50
7942,313.25
7958,312.75
7973,312.50
7988,312.00
8003,311.75
8018,311.25
8034,311.00
8049,310.50
8064,310.25
8079,309.75
8094,309.50
8110,309.00
8125,308.75
8140,308.25
8155,308.00
8171,307.75
8186,307.25
8201,307.00
8216,306.50
8231,306.25
8247,305.75
8262,305.50
8277,305.25
8292,304.75
8307,304.50
8323,304.25
8338,303.75
8353,303.25
8368,303.00
8384,302.75
8399,302.50
8414,302.25
8429,302.00
8444,301.50
8460,301.25
8475,300.75
8490,300.50
8505,300.00
8520,300.00
8536,299.50
8551,299.25
8566,298.75
8581,298.75
8597,298.25
8612,298.00
8627,297.50
8642,297.25
8657,296.75
8673,296.75
8688,296.25
8703,296.00
8718,295.75
8733,295.25
8749,295.00
8764,294.75
8779,294.50
8794,294.25
8810,293.75
8825,293.50
8840,293.25
8855,293.00
8870,292.75
8886,292.50
8901,292.00
8916,291.75
8931,291.50
8946,291.25
8962,290.75
8977,290.50
8992,290.50
9007,290.00
9023,289.50
9038,289.25
9053,289.00
9068,288.50
9083,288.25
9099,288.00
9114,287.75
9129,287.50
9144,287.25
9159,287.00
9175,286.50
9190,286.25
9205,286.00
9220,285.75
9236,285.50
9251,285.25
9266,285.00
9281,284.75
9296,284.50
9312,284.00
9327,283.75
9342,283.50
9357,283.25
9373,283.00
9388,282.50
9403,282.50
9418,282.00
9433,281.75
9449,281.50
9464,281.25
9479,281.00
9494,280.75
9509,280.25
9525,280.00
9540,279.75
9555,279.50
9570,279.25
9586,279.00
9601,278.75
9616,278.50
9631,278.25
9646,278.00
9662,277.50
9677,277.25
9692,277.00
9707,276.50
9722,276.50
9738,276.25
9753,276.00
9768,275.75
9783,275.50
9799,275.25
9814,275.00
9829,274.75
9844,274.50
9859,274.00
9875,273.75
9890,273.50
9905,273.25
9920,273.00
9935,272.75
9951,272.75
9966,272.25
9981,272.00
9996,271.75
10012,271.50
10027,271.25
10042,271.00
10057,270.75
10072,270.50
10088,270.25
10103,270.00
10118,269.75
10133,269.50
10148,269.00
10164,268.75
10179,268.50
10194,268.25
10209,268.00
10225,267.75
10240,267.50
10255,267.25
10270,267.00
10285,267.00
10301,266.75
10316,266.50
10331,266.25
10346,266.00
10361,265.75
10377,265.75
10392,265.25
10407,265.00
10422,264.75
10438,264.75
10453,264.50
10468,264.25
10483,264.00
10498,263.75
10514,263.75
10529,263.75
10544,263.75
10559,263.50
10574,263.25
10590,263.00
10605,263.00
10620,262.50
10635,262.25
10651,262.25
10666,262.00
10681,261.75
10696,261.50
10711,261.25
10727,261.25
10742,261.00
10757,261.00
10772,260.75
10787,260.75
10803,260.75
10818,260.50
10833,260.25
10848,259.75
10864,259.50
10879,259.50
10894,259.25
10909,258.75
10924,258.75
10940,258.50
10955,258.25
10970,258.25
10985,258.25
11000,257.75
11016,257.50
11031,257.25
11046,256.75
11061,256.25
11077,255.75
11092,255.00
11107,254.50
11122,254.00
11137,253.75
11153,253.00
11168,252.50
11183,252.00
11198,251.50
11213,251.00
11229,250.50
11244,250.25
11259,249.75
11274,249.50
11290,249.00
11305,248.50
11320,248.25
11335,247.75
11350,247.25
11366,247.00
11381,246.50
11396,246.25
11411,245.75
11426,245.50
11442,245.00
11457,244.50
11472,244.00
11487,243.50
11503,243.25
11518,242.75
11533,242.50
11548,242.25
11563,242.00
11579,241.50
11594,241.25
11609,241.00
11624,240.50
11640,240.00
11655,239.75
11670,239.50
11685,239.00
11700,238.50
11716,238.25
11731,238.00
11746,237.75
11761,237.25
11776,237.25
11792,237.00
11807,236.50
11822,236.25
11837,235.75
11853,235.50
11868,235.00
11883,234.75
11898,234.50
11913,234.00
11929,233.75
11944,233.25
11959,233.00
11974,232.75
11989,232.25
12005,232.00
12020,231.75
12035,231.50
12050,231.00
12066,230.75
12081,230.50
12096,230.25
12111,229.75
12126,229.50
12142,229.25
12157,229.00
12172,228.75
12187,228.50
12202,228.00
12218,227.75
12233,227.50
12248,227.25
12263,227.00
12279,226.75
12294,226.50
12309,226.25
12324,226.00
12339,225.75
