0,41.47,0.00,0.00
1,41.47,0.00,0.00
2,41.47,0.00,0.00
3,41.47,0.00,0.00
4,41.47,0.00,0.00
5,41.47,0.00,0.00
6,41.47,41.47,0.00
7,41.47,41.52,0.00
8,41.74,41.57,0.00
9,41.47,41.62,0.00
10,41.74,41.67,0.00
11,41.74,41.72,0.00
12,41.74,41.77,0.00
13,41.74,41.82,0.00
14,42.01,41.87,0.00
15,42.01,41.92,0.00
16,42.01,41.97,0.00
17,42.01,42.02,0.00
18,42.01,42.07,0.00
19,42.01,42.12,0.00
20,42.01,42.17,0.00
21,42.01,42.22,0.16
22,42.01,42.27,0.16
23,42.28,42.32,0.16
24,42.28,42.37,0.16
25,42.28,42.42,0.16
26,42.28,42.47,0.16
27,42.28,42.52,0.16
28,42.28,42.57,0.16
29,42.28,42.62,0.16
30,42.54,42.67,0.16
31,42.54,42.72,0.13
32,42.54,42.77,0.13
33,42.54,42.82,0.13
34,42.54,42.87,0.13
35,42.54,42.92,0.13
36,42.54,42.97,0.13
37,42.81,43.02,0.13
38,42.81,43.07,0.13
39,42.81,43.12,0.13
40,42.81,43.17,0.13
41,42.81,43.22,0.36
42,42.81,43.27,0.36
43,42.81,43.32,0.36
44,42.81,43.37,0.36
45,42.81,43.42,0.36
46,43.08,43.47,0.36
47,43.08,43.52,0.36
48,43.08,43.57,0.36
49,43.08,43.62,0.36
50,43.08,43.67,0.36
51,43.35,43.72,0.32
52,43.35,43.77,0.32
53,43.35,43.82,0.32
54,43.35,43.87,0.32
55,43.35,43.92,0.32
56,43.35,43.97,0.32
57,43.35,44.02,0.32
58,43.35,44.07,0.32
59,43.61,44.12,0.32
60,43.61,44.17,0.32
61,43.61,44.22,0.56
62,43.61,44.27,0.56
63,43.61,44.32,0.56
64,43.61,44.37,0.56
65,43.61,44.42,0.56
66,43.61,44.47,0.56
67,43.88,44.52,0.56
68,43.88,44.57,0.56
69,43.88,44.62,0.56
70,43.88,44.67,0.56
71,43.88,44.72,0.79
72,44.15,44.77,0.79
73,44.15,44.82,0.79
74,44.15,44.87,0.79
75,44.15,44.92,0.79
76,44.15,44.97,0.79
77,44.15,45.02,0.79
78,44.15,45.07,0.79
79,44.15,45.12,0.79
80,44.42,45.17,0.79
81,44.42,45.22,0.75
82,44.42,45.27,0.75
83,44.42,45.32,0.75
84,44.42,45.37,0.75
85,44.69,45.42,0.75
86,44.69,45.47,0.75
87,44.69,45.52,0.75
88,44.69,45.57,0.75
89,44.69,45.62,0.75
90,44.95,45.67,0.75
91,44.95,45.72,0.72
92,44.95,45.77,0.72
93,44.95,45.82,0.72
94,44.95,45.87,0.72
95,45.22,45.92,0.72
96,45.22,45.97,0.72
97,45.22,46.02,0.72
98,45.22,46.07,0.72
99,45.49,46.12,0.72
100,45.49,46.17,0.72
101,45.49,46.22,0.68
102,45.49,46.27,0.68
103,45.76,46.32,0.68
104,45.76,46.37,0.68
105,45.76,46.42,0.68
106,45.76,46.47,0.68
107,45.76,46.52,0.68
108,46.02,46.57,0.68
109,46.02,46.62,0.68
110,46.29,46.67,0.68
111,46.29,46.72,0.38
112,46.29,46.77,0.38
113,46.29,46.82,0.38
114,46.56,46.87,0.38
115,46.56,46.92,0.38
116,46.56,46.97,0.38
117,46.83,47.02,0.38
118,46.83,47.07,0.38
119,46.83,47.12,0.38
120,46.83,47.17,0.38
121,46.83,47.22,0.34
122,47.09,47.27,0.34
123,47.09,47.32,0.34
124,47.09,47.37,0.34
125,47.09,47.42,0.34
126,47.09,47.47,0.34
127,47.36,47.52,0.34
128,47.36,47.57,0.34
129,47.36,47.62,0.34
130,47.36,47.67,0.34
131,47.63,47.72,0.04
132,47.63,47.77,0.04
133,47.63,47.82,0.04
134,47.63,47.87,0.04
135,47.90,47.92,0.04
136,47.90,47.97,0.04
137,47.90,48.02,0.04
138,47.90,48.07,0.04
139,47.90,48.12,0.04
140,48.16,48.17,0.04
141,48.16,48.22,0.01
142,48.16,48.27,0.01
143,48.16,48.32,0.01
144,48.16,48.37,0.01
145,48.16,48.42,0.01
146,48.16,48.47,0.01
147,48.43,48.52,0.01
148,48.43,48.57,0.01
149,48.43,48.62,0.01
150,48.43,48.67,0.01
151,48.43,48.72,0.24
152,48.43,48.77,0.24
153,48.70,48.82,0.24
154,48.70,48.87,0.24
155,48.70,48.92,0.24
156,48.70,48.97,0.24
157,48.70,49.02,0.24
158,48.97,49.07,0.24
159,48.70,49.12,0.24
160,48.97,49.17,0.24
161,48.97,49.22,0.20
162,48.97,49.27,0.20
163,48.97,49.32,0.20
164,49.23,49.37,0.20
165,49.23,49.42,0.20
166,49.23,49.47,0.20
167,49.23,49.52,0.20
168,49.23,49.57,0.20
169,49.50,49.62,0.20
170,49.50,49.67,0.20
171,49.50,49.72,0.17
172,49.50,49.77,0.17
